"ApoA1" "ApoB" "BisDBRatio" "BisFARatio" "CH2DBRatio" "CH2InFA" "DBInFA" "DHA" "EstC" "FALen" "FAw3" "FAw6" "FAw79S" "FreeC" "Gln" "Glol" "LLDLFC" "Gp" "HDLC" "HDLD" "IDLC" "IDLFC" "IDLL" "IDLPL" "IDLP" "IDLTG" "LA" "LDLC" "LDLD" "LHDLCE" "LHDLC" "LHDLFC" "LHDLL" "LHDLPL" "LHDLP" "LLDLCE" "LLDLC" "MVLDLFC" "LLDLL" "LLDLPL" "LLDLP" "LVLDLCE" "LVLDLC" "LVLDLFC" "LVLDLL" "LVLDLPL" "LVLDLP" "LVLDLTG" "MHDLCE" "MHDLC" "MHDLFC" "MHDLL" "MHDLPL" "MHDLP" "MLDLCE" "MLDLC" "MLDLL" "MLDLPL" "MLDLP" "MUFA" "MVLDLCE" "MVLDLC" "TotPG" "MVLDLL" "MVLDLPL" "MVLDLP" "MVLDLTG" "OtPUFA" "PC" "SerumC" "SerumTG" "SHDLL" "SHDLP" "SHDLTG" "SLDLC" "SLDLL" "SLDLP" "SM" "SVLDLC" "SVLDLFC" "SVLDLL" "SVLDLPL" "SVLDLP" "SVLDLTG" "TotFA" "VLDLD" "XLHDLCE" "XLHDLC" "XLHDLFC" "XLHDLL" "XLHDLPL" "XLHDLP" "XLHDLTG" "XLVLDLL" "XLVLDLPL" "XLVLDLP" "XLVLDLTG" "XSVLDLL" "XSVLDLPL" "XSVLDLP" "XSVLDLTG" "XXLVLDLL" "XXLVLDLPL" "XXLVLDLTG" "Gly"
"rs11668517" 0.79232 0.323324 0.821434 0.670194 0.530353 0.520566 0.834956 0.731728 0.092828 0.988966 0.66296 0.426389 0.409746 0.015732 0.273572 0.575809 0.051669 0.922244 0.424 0.587622 0.029527 0.015435 0.015264 0.016269 0.015286 0.085381 0.348603 0.117146 0.239811 0.913263 0.912413 0.997656 0.705025 0.558929 0.654971 0.119245 0.097502 0.504944 0.082892 0.06483 0.079818 0.49923 0.198727 0.299176 0.411538 0.467378 0.816164 0.543494 0.442268 0.336059 0.184606 0.225327 0.165161 0.209475 0.174599 0.179356 0.157013 0.174308 0.151569 0.1732 0.28362 0.331087 0.177495 0.564508 0.537105 0.977576 0.753605 0.125084 0.231454 0.0542 0.444888 0.651383 0.851697 0.88289 0.113478 0.132733 0.147738 0.422999 0.239859 0.243613 0.325537 0.260143 0.377643 0.589371 0.426875 0.768385 0.523107 0.655013 0.964018 0.9118 0.760045 0.867747 0.42812 0.351364 0.432488 0.577615 0.31886 0.011671 0.011497 0.018426 0.19403 0.446297 0.468884 0.584674 0.358829
"rs141932161" 0.690774 0.224823 0.879327 0.705732 0.67711 0.043204 0.897618 0.813573 0.698333 0.055181 0.515761 0.447902 0.708387 0.014172 0.401659 0.110452 0.325122 0.338331 0.580139 0.945695 0.257611 0.319554 0.236484 0.287077 0.238452 0.390351 0.72697 0.223975 0.620439 0.793945 0.797692 0.849193 0.69361 0.573914 0.679967 0.234351 0.25262 0.17946 0.252329 0.271291 0.233962 0.123031 0.453196 0.488024 0.634066 0.567738 0.211854 0.691474 0.236169 0.285415 0.516089 0.422621 0.474926 0.481646 0.17994 0.146909 0.213118 0.183298 0.211851 0.656063 0.061287 0.080228 0.584897 0.194261 0.217854 0.188051 0.382364 0.577625 0.594841 0.22879 0.122026 0.609839 0.600246 0.313063 0.170326 0.177611 0.135317 0.152225 0.236047 0.20914 0.169446 0.217971 0.175255 0.186222 0.622805 0.438457 0.545893 0.502505 0.639783 0.715632 0.744208 0.718437 0.10593 0.422513 0.514966 0.138349 0.456228 0.271851 0.332983 0.239316 0.223959 0.602585 0.794995 0.333968 0.630339
"rs150943326" 0.308883 0.92701 0.947595 0.635636 0.704432 0.378705 0.441204 0.525131 0.384051 0.237721 0.596461 0.619542 0.697706 0.164032 0.879299 0.494403 0.904019 0.50549 0.366796 0.532777 0.997141 0.792171 0.878677 0.834488 0.850974 0.784143 0.580823 0.684921 0.149394 0.555492 0.584222 0.58137 0.60764 0.632753 0.597306 0.743706 0.782714 0.803613 0.800676 0.814955 0.81809 0.373175 0.442549 0.584747 0.75311 0.601836 0.747317 0.834553 0.486809 0.497548 0.414619 0.48259 0.511469 0.495269 0.648241 0.619183 0.614234 0.601793 0.628838 0.842586 0.798731 0.792154 0.656502 0.688314 0.718362 0.821969 0.850632 0.730524 0.63738 0.609673 0.930985 0.530014 0.460678 0.975723 0.605203 0.612073 0.605005 0.852847 0.941047 0.975572 0.955004 0.942296 0.933793 0.900983 0.871087 0.779077 0.307155 0.262868 0.292601 0.296748 0.478974 0.581922 0.318111 0.936119 0.735283 0.730896 0.994634 0.723521 0.686194 0.716679 0.91776 0.417853 0.706886 0.807266 0.935451
"rs139637035" 0.647879 0.184413 0.67432 0.782171 0.807201 0.565447 0.916332 0.526088 0.640189 0.720193 0.620005 0.372455 0.504621 0.247777 0.942993 0.370218 0.255971 0.400349 0.772288 0.301608 0.174078 0.214186 0.106038 0.119038 0.091637 0.097613 0.313639 0.302915 0.140101 0.35072 0.329676 0.262759 0.432003 0.605977 0.486356 0.282019 0.252567 0.930269 0.203033 0.158634 0.175147 0.403108 0.801957 0.731597 0.841192 0.893128 0.890243 0.962545 0.538017 0.512507 0.387626 0.283992 0.215561 0.193468 0.369173 0.336518 0.294916 0.258034 0.271244 0.679082 0.642912 0.720125 0.581986 0.845069 0.770314 0.547366 0.973397 0.966177 0.774181 0.264047 0.695384 0.075801 0.102662 0.104512 0.372686 0.309625 0.323041 0.638125 0.409107 0.396158 0.4542 0.362858 0.48252 0.604234 0.426679 0.4657 0.359407 0.327959 0.28046 0.267202 0.171738 0.447387 0.847716 0.841469 0.54293 0.311026 0.85422 0.120037 0.119474 0.135486 0.215915 0.883413 0.779948 0.576331 0.482116
"rs142968492" 0.017197 0.476521 0.969468 0.841299 0.169494 0.131572 0.18348 0.582179 0.320982 0.673212 0.81194 0.996607 0.587999 0.559055 0.831277 0.751741 0.247692 0.22991 0.05715 0.331775 0.50074 0.497735 0.60708 0.65834 0.686568 0.621018 0.759614 0.232042 0.072981 0.254157 0.259221 0.279357 0.353494 0.448125 0.414285 0.326468 0.293924 0.786624 0.339681 0.337231 0.371964 0.896188 0.822724 0.832851 0.958983 0.910049 0.85696 0.923342 0.269345 0.29645 0.414432 0.619388 0.716166 0.798462 0.260796 0.213894 0.2225 0.215847 0.235591 0.905327 0.73769 0.822968 0.620711 0.793473 0.62868 0.791338 0.655111 0.631514 0.48472 0.210613 0.862258 0.526911 0.438236 0.42128 0.156383 0.118479 0.134819 0.798372 0.895381 0.778602 0.696838 0.658239 0.689396 0.668633 0.625702 0.836571 0.048059 0.038368 0.063441 0.109896 0.28839 0.173306 0.963506 0.926523 0.92178 0.966726 0.798875 0.789858 0.840346 0.73429 0.498928 0.66637 0.720573 0.616735 0.986255
"rs149992886" 0.97498 0.546294 0.747141 0.65429 0.643465 0.13661 0.938879 0.252275 0.750032 0.396547 0.42793 0.756365 0.655465 0.925683 0.207209 0.390446 0.94742 0.303122 0.450369 0.710838 0.89996 0.881985 0.947639 0.86918 0.846515 0.291811 0.58238 0.959175 0.524136 0.589701 0.621718 0.635651 0.614461 0.581922 0.641539 0.979804 0.973342 0.985761 0.925499 0.928504 0.847703 0.838605 0.889408 0.956829 0.911347 0.986186 0.966781 0.960307 0.079948 0.0873 0.173569 0.239392 0.416087 0.372987 0.892152 0.901649 0.847679 0.942016 0.795497 0.41269 0.728029 0.81622 0.672697 0.861818 0.880405 0.788064 0.882474 0.640537 0.708355 0.956463 0.503884 0.528844 0.505437 0.184201 0.783371 0.738373 0.63389 0.728176 0.719466 0.660646 0.623089 0.619589 0.615301 0.614281 0.658154 0.928125 0.240666 0.257733 0.302477 0.495678 0.486005 0.960371 0.285681 0.80921 0.840909 0.796534 0.803019 0.76346 0.856444 0.691757 0.376489 0.867988 0.718996 0.614233 0.180734
"rs77723281" 0.8836 0.380638 0.434777 0.388214 0.999954 0.980171 0.88528 0.744105 0.191815 0.96432 0.391514 0.298003 0.271466 0.2516 0.486831 0.79864 0.748258 0.973958 0.281032 0.498818 0.751622 0.867802 0.953999 0.954059 0.889182 0.20437 0.560201 0.897979 0.333911 0.316195 0.289041 0.228598 0.344884 0.398955 0.366611 0.95025 0.928698 0.445464 0.971901 0.852022 0.89358 0.201572 0.523181 0.66133 0.981057 0.81758 0.799968 0.872301 0.451101 0.551801 0.858319 0.840246 0.989473 0.951598 0.787583 0.836761 0.768858 0.914043 0.715043 0.263159 0.34812 0.392612 0.236552 0.693722 0.569157 0.175411 0.807318 0.263793 0.238498 0.989393 0.326493 0.689588 0.662384 0.28834 0.593239 0.565397 0.570445 0.013145 0.322259 0.208867 0.236431 0.20661 0.21954 0.240944 0.223004 0.288404 0.995763 0.729806 0.394756 0.534007 0.349074 0.271282 0.21039 0.839185 0.994837 0.503609 0.792499 0.503946 0.665958 0.398008 0.132012 0.924732 0.900441 0.551091 0.58934
"rs7639586" 0.57882 0.185771 0.564765 0.721273 0.714733 0.915752 0.902241 0.014148 0.009482 0.936919 0.081014 0.043501 0.059188 0.025489 0.217322 0.962754 0.113165 0.300354 0.332349 0.719865 0.354725 0.092729 0.341922 0.075344 0.34118 0.574165 0.031041 0.145042 0.774118 0.85533 0.956373 0.962457 0.962334 0.772045 0.88082 0.237931 0.128143 0.309522 0.248531 0.131186 0.249676 0.766475 0.610536 0.494814 0.988219 0.599797 0.937513 0.788455 0.204535 0.110347 0.087598 0.109234 0.046842 0.09968 0.19535 0.185132 0.223052 0.298157 0.235319 0.140737 0.338341 0.197645 0.137245 0.714275 0.389099 0.670773 0.628856 0.075365 0.174591 0.2592 0.279614 0.286963 0.3788 0.520025 0.112092 0.209169 0.199467 0.029259 0.175607 0.235612 0.467104 0.267543 0.506954 0.378945 0.033182 0.867428 0.809137 0.799805 0.533295 0.732245 0.701176 0.977167 0.677662 0.86926 0.447572 0.617844 0.715109 0.615092 0.381721 0.57943 0.664831 0.615239 0.606033 0.374725 0.563963
"rs1024591" 0.850828 0.242252 0.36548 0.754886 0.837376 0.191197 0.863474 0.835798 0.322592 0.938496 0.879103 0.699646 0.94504 0.548095 0.852206 0.411822 0.06335 0.395936 0.372613 0.335129 0.094441 0.070017 0.05928 0.05837 0.051486 0.093071 0.961638 0.103193 0.033984 0.278183 0.248103 0.220619 0.371326 0.404182 0.398833 0.157115 0.053522 0.67728 0.146196 0.066926 0.135679 0.702796 0.999119 0.792764 0.893706 0.822894 0.921884 0.814528 0.487376 0.644899 0.917978 0.806383 0.829319 0.902079 0.192727 0.100089 0.253304 0.140047 0.254144 0.767523 0.549685 0.706731 0.981774 0.763346 0.838815 0.458269 0.949657 0.449857 0.938465 0.739923 0.819178 0.603574 0.943896 0.352535 0.56166 0.480615 0.495136 0.415897 0.159185 0.235939 0.26867 0.330496 0.311033 0.83242 0.961451 0.547112 0.371687 0.276283 0.195899 0.202835 0.155141 0.160368 0.936112 0.862136 0.448871 0.634574 0.65963 0.032075 0.03549 0.036156 0.150091 0.852433 0.183959 0.351822 0.422897
"rs7463357" 0.665816 0.19016 0.921101 0.846778 0.533906 0.816377 0.9454 0.241758 0.016038 0.364268 0.117773 0.02389 0.085292 0.078344 0.203755 0.863661 0.207969 0.11706 0.671689 0.776889 0.048378 0.168977 0.074635 0.215416 0.098879 0.463272 0.051443 0.122505 0.872856 0.924628 0.917161 0.610888 0.65116 0.520648 0.631476 0.086697 0.162135 0.685361 0.100226 0.178377 0.116758 0.722288 0.955738 0.970513 0.896088 0.859406 0.964383 0.786509 0.553239 0.582813 0.598419 0.642654 0.743843 0.74358 0.137847 0.129876 0.124549 0.080203 0.129834 0.1108 0.380911 0.547096 0.303571 0.709608 0.753025 0.951927 0.877077 0.100785 0.247113 0.104482 0.782186 0.768368 0.973517 0.643162 0.173324 0.12796 0.145345 0.103385 0.252784 0.476461 0.493995 0.40721 0.609183 0.945823 0.032806 0.546969 0.708257 0.717721 0.877488 0.916821 0.751412 0.894966 0.628022 0.705839 0.629201 0.434247 0.825642 0.118598 0.182871 0.165016 0.546252 0.68536 0.540714 0.615066 0.887206
"rs117297639" 0.671811 0.207735 0.984894 0.952271 0.926902 0.851939 0.654463 0.46935 0.658902 0.43109 0.267463 0.394267 0.631529 0.507745 0.848201 0.880056 0.501516 0.775366 0.444566 0.887576 0.576183 0.369224 0.390405 0.204858 0.321581 0.201187 0.417782 0.673306 0.279366 0.314987 0.372867 0.699889 0.654575 0.864686 0.768608 0.729626 0.658722 0.225902 0.547775 0.407958 0.50157 0.317657 0.432034 0.438038 0.322637 0.184168 0.192071 0.310497 0.572297 0.690637 0.926609 0.829519 0.645652 0.666537 0.708175 0.716344 0.681881 0.742584 0.665467 0.647163 0.158198 0.171011 0.617723 0.121753 0.145188 0.08913 0.148738 0.578912 0.687277 0.659239 0.211197 0.670739 0.620292 0.101444 0.651134 0.594534 0.660516 0.619273 0.642721 0.583379 0.426899 0.459275 0.384027 0.308231 0.551844 0.111946 0.27153 0.36942 0.584716 0.730642 0.908068 0.816134 0.216377 0.487346 0.430687 0.480885 0.480937 0.33492 0.209478 0.234409 0.245857 0.534038 0.44059 0.263607 0.992028
"rs144875699" 0.163996 0.563784 0.484491 0.395285 0.73742 0.586416 0.666497 0.958401 0.361906 0.835046 0.519977 0.981503 0.72264 0.385485 0.770462 0.885318 0.191269 0.987294 0.161634 0.04623 0.263903 0.040629 0.305086 0.101779 0.341389 0.684042 0.940394 0.427766 0.444723 0.058424 0.183327 0.098577 0.054161 0.047576 0.057427 0.499841 0.355269 0.497229 0.425204 0.350813 0.413316 0.220392 0.559461 0.653486 0.292545 0.652318 0.21071 0.597092 0.782727 0.958815 0.633074 0.73326 0.762347 0.728808 0.560929 0.694827 0.555606 0.676321 0.547667 0.968077 0.508882 0.688747 0.581624 0.138852 0.375534 0.138134 0.249555 0.664846 0.518017 0.095771 0.525594 0.509984 0.464677 0.270757 0.486768 0.560255 0.499674 0.173794 0.933428 0.706092 0.214211 0.468959 0.167418 0.212887 0.911218 0.036606 0.058623 0.099347 0.013958 0.014723 0.007011 0.006008 0.069849 0.401331 0.768239 0.244071 0.667663 0.800083 0.471001 0.908883 0.459228 0.41152 0.861357 0.555339 0.158245
"rs71421553" 0.18429 0.938379 0.615381 0.690378 0.777396 0.357841 0.944772 0.074225 0.691112 0.538391 0.330795 0.880239 0.414425 0.963927 0.166735 0.353672 0.738737 0.801082 0.5459 0.091834 0.569794 0.528884 0.479288 0.545707 0.461845 0.505969 0.760461 0.968379 0.370221 0.302706 0.33203 0.248731 0.210906 0.245834 0.17291 0.815187 0.854709 0.770632 0.753144 0.768866 0.755518 0.751741 0.937967 0.871876 0.996315 0.933888 0.765426 0.848903 0.935337 0.820597 0.673909 0.676255 0.556736 0.609202 0.907081 0.952792 0.975509 0.977465 0.970464 0.307189 0.863352 0.723969 0.858317 0.896624 0.983667 0.905463 0.956183 0.380601 0.750581 0.610509 0.83817 0.728327 0.655495 0.601328 0.798487 0.88858 0.98117 0.953603 0.650686 0.782148 0.85473 0.989309 0.856477 0.74088 0.446685 0.759198 0.274872 0.283659 0.353446 0.204317 0.18819 0.185453 0.222122 0.585733 0.762848 0.54712 0.836149 0.352532 0.380404 0.335621 0.673438 0.711911 0.638442 0.424934 0.374306
"rs661226" 0.836198 0.304011 0.193002 0.198809 0.221685 0.425453 0.463212 0.40523 0.455638 0.751348 0.779628 0.801993 0.605023 0.886761 0.200851 0.979148 0.595119 0.852891 0.427074 0.698656 0.423649 0.498521 0.466709 0.463492 0.509515 0.557791 0.659551 0.502334 0.296046 0.689589 0.714378 0.936895 0.741759 0.745462 0.766686 0.435437 0.474813 0.062168 0.520366 0.510555 0.549223 0.10016 0.048925 0.05835 0.195386 0.218049 0.136423 0.170088 0.641905 0.688152 0.978251 0.86195 0.930913 0.93001 0.413553 0.494643 0.536277 0.527704 0.562783 0.615282 0.035903 0.037127 0.955486 0.073711 0.098014 0.129706 0.109723 0.591695 0.599069 0.38868 0.163189 0.915102 0.95203 0.474101 0.572831 0.71861 0.663989 0.265175 0.090125 0.075436 0.097627 0.091893 0.108515 0.147802 0.894451 0.373572 0.246984 0.309551 0.567221 0.599573 0.920769 0.659048 0.365895 0.04721 0.147314 0.344081 0.06047 0.242556 0.30047 0.240791 0.25283 0.228668 0.07719 0.410257 0.023059
"rs12995630" 0.774513 0.328616 0.012199 0.015237 0.009624 0.318331 0.004497 0.001946 0.954675 0.017766 0.046107 0.336434 0.851369 0.852293 0.290682 0.173943 0.199961 0.10903 0.770463 0.536757 0.137749 0.165123 0.113952 0.109789 0.111266 0.130978 0.43303 0.315691 0.780644 0.460989 0.581839 0.661943 0.457781 0.524083 0.489072 0.117063 0.180085 0.227802 0.103365 0.109049 0.097186 0.520024 0.435933 0.511161 0.569403 0.191237 0.491075 0.403979 0.775433 0.522147 0.947102 0.891063 0.554934 0.702705 0.132584 0.317285 0.104942 0.347996 0.097257 0.67844 0.265997 0.150224 0.729571 0.298686 0.158502 0.425253 0.304008 0.021815 0.697652 0.164894 0.21789 0.286954 0.315294 0.094847 0.13592 0.117973 0.106594 0.885103 0.363763 0.524049 0.358528 0.150026 0.322134 0.421923 0.754817 0.472068 0.818113 0.806727 0.826779 0.842418 0.665392 0.803998 0.368237 0.567287 0.297132 0.608001 0.488434 0.231651 0.227376 0.207378 0.178088 0.371604 0.315153 0.334184 0.707388
"rs149502309" 0.662828 0.10455 0.042053 0.00904 0.020643 0.700035 0.007552 0.70006 0.848885 0.02883 0.288891 0.479452 0.164628 0.410487 0.863014 0.814594 0.173364 0.269002 0.769066 0.55692 0.1218 0.114632 0.111843 0.111212 0.111497 0.11147 0.645889 0.156229 0.856768 0.383613 0.395977 0.426874 0.564198 0.744656 0.624913 0.149439 0.143996 0.894452 0.134547 0.147657 0.121161 0.383057 0.450744 0.655013 0.585339 0.369805 0.683775 0.607265 0.956597 0.855268 0.489936 0.667142 0.506706 0.579212 0.159857 0.165204 0.165538 0.205354 0.166584 0.273562 0.947281 0.960923 0.478696 0.735326 0.880915 0.630819 0.616321 0.908596 0.938807 0.188473 0.847015 0.369732 0.505387 0.587663 0.170012 0.186739 0.205867 0.495601 0.375109 0.497699 0.637679 0.52472 0.726657 0.977907 0.22849 0.246698 0.478516 0.396833 0.312424 0.307973 0.292108 0.17341 0.899977 0.645451 0.951344 0.980856 0.630681 0.216087 0.097577 0.216439 0.353188 0.900923 0.800548 0.808215 0.340809
"rs1990039" 0.913104 0.489066 0.160801 0.644615 0.555687 0.132737 0.979914 0.859389 0.551362 0.112342 0.574317 0.399055 0.133675 0.893446 0.98786 0.308127 0.998881 0.35201 0.667046 0.819737 0.734419 0.802543 0.601418 0.618342 0.529397 0.265767 0.276701 0.900983 0.949934 0.776957 0.544156 0.543803 0.85384 0.775276 0.852572 0.831293 0.989324 0.161077 0.738405 0.90874 0.674843 0.106365 0.189857 0.167853 0.42512 0.232765 0.182014 0.361634 0.626513 0.384987 0.443482 0.903262 0.784237 0.975135 0.763676 0.959604 0.682774 0.985189 0.650974 0.100821 0.138761 0.155761 0.881793 0.234691 0.156137 0.067438 0.232983 0.329477 0.856906 0.815165 0.209045 0.600357 0.64962 0.257655 0.48684 0.483144 0.515491 0.926915 0.445756 0.259141 0.244931 0.218502 0.212102 0.17214 0.176848 0.311134 0.506867 0.540473 0.856532 0.618724 0.93163 0.111766 0.408 0.289916 0.197614 0.502677 0.566532 0.309092 0.516821 0.268656 0.23928 0.230392 0.435532 0.319224 0.328696
"rs72747822" 0.728173 0.057786 0.221504 0.315429 0.615886 0.284374 0.061085 0.018104 0.063526 0.061662 0.028309 0.061346 0.151964 0.02917 0.95138 0.921364 0.153229 0.071344 0.885695 0.92354 0.230691 0.11699 0.100988 0.058698 0.066945 0.012806 0.035877 0.143838 0.533338 0.524733 0.87158 0.99667 0.897349 0.749755 0.963019 0.238433 0.159898 0.528764 0.140817 0.10201 0.104836 0.676141 0.375778 0.467562 0.531234 0.347214 0.325002 0.483886 0.768808 0.74923 0.295144 0.563351 0.157575 0.356216 0.199464 0.133069 0.156011 0.108436 0.125451 0.204203 0.338459 0.398923 0.034258 0.297127 0.388319 0.462604 0.409542 0.034116 0.06434 0.170071 0.060796 0.209396 0.2435 0.016268 0.331197 0.1426 0.108662 0.094433 0.269728 0.13844 0.1809 0.150864 0.147944 0.074573 0.054417 0.947025 0.608534 0.617426 0.459483 0.721726 0.778154 0.375333 0.05236 0.634858 0.477758 0.624718 0.355313 0.086881 0.051419 0.058675 0.0254 0.642096 0.690113 0.866925 0.346612
"rs138492225" 0.530739 0.653181 0.313705 0.447607 0.676321 0.74961 0.667339 0.833607 0.489219 0.854792 0.653434 0.950663 0.788677 0.679759 0.72758 0.876431 0.365414 0.552123 0.819649 0.422232 0.605508 0.611338 0.77359 0.787447 0.855351 0.470823 0.893951 0.349525 0.542074 0.614989 0.66842 0.821403 0.460426 0.341798 0.397371 0.358662 0.357234 0.656961 0.454371 0.495151 0.534061 0.964348 0.906906 0.83461 0.679419 0.704093 0.517116 0.668509 0.678229 0.684714 0.643698 0.534952 0.485426 0.479965 0.382803 0.339465 0.393195 0.425673 0.45344 0.462474 0.871064 0.762029 0.930165 0.612533 0.681392 0.571491 0.529599 0.54104 0.731053 0.511811 0.959583 0.565776 0.581396 0.529404 0.350323 0.400269 0.538749 0.761877 0.567024 0.573288 0.684471 0.705459 0.742471 0.834909 0.879857 0.667574 0.857117 0.923286 0.622025 0.970181 0.904868 0.413831 0.282602 0.736004 0.818826 0.830231 0.731442 0.754069 0.858267 0.718596 0.713464 0.961076 0.448869 0.783366 0.779166
"rs150024802" 0.157814 0.800456 0.454136 0.395623 0.83844 0.943436 0.564511 0.488777 0.65934 0.821116 0.439527 0.833271 0.616765 0.481079 0.884421 0.451274 0.743061 0.502165 0.599786 0.309481 0.91024 0.472031 0.652047 0.349221 0.525138 0.412294 0.817789 0.883193 0.64812 0.92935 0.654913 0.548527 0.467386 0.306504 0.384112 0.946479 0.960388 0.334292 0.839876 0.655953 0.771749 0.359717 0.361943 0.405473 0.17991 0.188743 0.312652 0.15505 0.686054 0.502626 0.125231 0.193399 0.075338 0.129711 0.95316 0.915316 0.865784 0.969948 0.811538 0.849017 0.583709 0.534265 0.514631 0.385006 0.364015 0.185125 0.1934 0.728222 0.553677 0.993274 0.51851 0.713087 0.799462 0.676728 0.691963 0.62075 0.640368 0.934581 0.545264 0.807232 0.922144 0.919973 0.969587 0.700923 0.739109 0.375313 0.721519 0.589554 0.428218 0.474658 0.447647 0.657397 0.036407 0.440296 0.37681 0.199112 0.475882 0.542312 0.433901 0.444333 0.488309 0.206943 0.153696 0.873106 0.179732
"rs74609001" 0.000651 0.137007 0.406172 0.170614 0.387014 0.710818 0.450106 0.308776 0.165854 0.314093 0.228082 0.06738 0.705879 0.356906 0.71622 0.202337 0.043369 0.582651 0.006508 0.04481 0.058255 0.065758 0.056317 0.066363 0.057529 0.058014 0.094351 0.029801 0.42745 0.059024 0.052814 0.036143 0.037667 0.044376 0.037794 0.039888 0.036342 0.568269 0.035104 0.048129 0.032759 0.948043 0.536171 0.3539 0.53417 0.706276 0.528758 0.549786 0.289589 0.236509 0.095966 0.171462 0.11944 0.141827 0.033742 0.033729 0.028699 0.042636 0.028805 0.86351 0.368621 0.39734 0.153576 0.504625 0.610779 0.83161 0.744637 0.28559 0.182561 0.005087 0.351006 0.091517 0.131833 0.426802 0.02278 0.03274 0.022024 0.213003 0.127048 0.195308 0.273829 0.237226 0.341464 0.520502 0.36717 0.844427 0.042708 0.042394 0.031622 0.017036 0.020306 0.001767 0.039928 0.270406 0.238386 0.348627 0.19601 0.101813 0.071844 0.095897 0.208816 0.544238 0.364915 0.399427 0.822867
"rs80217264" 0.5855 0.134798 0.228194 0.282205 0.49456 0.913401 0.394994 0.91629 0.203949 0.551629 0.820645 0.227462 0.266287 0.349676 0.552755 0.097332 0.32892 0.701696 0.530268 0.652262 0.377492 0.28496 0.250224 0.121447 0.207909 0.284818 0.231188 0.327943 0.666159 0.170882 0.20511 0.307605 0.356283 0.517364 0.410255 0.390071 0.359125 0.334887 0.336387 0.332164 0.32408 0.386906 0.245756 0.284218 0.32959 0.39252 0.565624 0.36945 0.327846 0.638318 0.524895 0.401733 0.41461 0.343639 0.363444 0.359283 0.373429 0.532874 0.387581 0.504244 0.21021 0.236057 0.427604 0.276282 0.282311 0.36982 0.434456 0.76175 0.402195 0.463481 0.317595 0.792897 0.601965 0.225176 0.303298 0.34044 0.378395 0.074942 0.21141 0.265225 0.264057 0.238245 0.29457 0.463297 0.245032 0.369795 0.313088 0.394758 0.418697 0.458153 0.472246 0.670586 0.848599 0.40459 0.328184 0.465012 0.470102 0.179754 0.121991 0.166472 0.336125 0.40644 0.538117 0.687542 0.090783
"rs140176055" 0.960034 0.25307 0.488765 0.883051 0.573997 0.977892 0.133781 0.805748 0.605758 0.288357 0.65542 0.92095 0.49888 0.850918 0.720534 0.368823 0.59993 0.746547 0.343567 0.741216 0.421701 0.589655 0.307563 0.580456 0.259841 0.07378 0.53942 0.381453 0.895923 0.565263 0.574671 0.569435 0.476751 0.420177 0.450538 0.534689 0.580392 0.480145 0.485758 0.553007 0.421056 0.194112 0.379556 0.507375 0.503588 0.639457 0.20543 0.803796 0.031195 0.031062 0.083488 0.103628 0.158568 0.160532 0.503157 0.376443 0.478495 0.4025 0.421232 0.623388 0.206315 0.307881 0.332153 0.62973 0.572194 0.354732 0.914358 0.614775 0.840143 0.69554 0.243399 0.112867 0.091528 0.345981 0.437218 0.382681 0.271794 0.572782 0.328769 0.197392 0.181472 0.187919 0.197841 0.368953 0.664639 0.622397 0.113014 0.109512 0.258648 0.272646 0.629464 0.53951 0.106563 0.531515 0.592933 0.176445 0.638036 0.085033 0.207044 0.093719 0.081016 0.196015 0.408051 0.319456 0.406993
"rs9346849" 0.79206 0.126123 0.306218 0.370975 0.474963 0.204277 0.436712 0.37368 0.800445 0.66176 0.910549 0.757684 0.428486 0.882703 0.959746 0.750796 0.31485 0.281779 0.659284 0.262074 0.119228 0.131994 0.117933 0.166842 0.132435 0.167677 0.982836 0.325751 0.416983 0.554264 0.577091 0.558555 0.639026 0.706723 0.684797 0.299154 0.307623 0.595065 0.293446 0.277571 0.277347 0.390684 0.676884 0.745573 0.965756 0.869009 0.842428 0.918171 0.870174 0.906766 0.91897 0.989124 0.957569 0.951963 0.43284 0.457389 0.379734 0.35836 0.367085 0.279745 0.278805 0.298686 0.791018 0.7465 0.709303 0.891478 0.940601 0.582897 0.651522 0.246172 0.442484 0.288117 0.386142 0.856643 0.215619 0.314881 0.317512 0.546311 0.221193 0.242624 0.352317 0.259697 0.418396 0.472877 0.524498 0.851124 0.988499 0.76853 0.860777 0.962796 0.666842 0.541076 0.099059 0.839312 0.700314 0.591266 0.964601 0.051789 0.097265 0.071835 0.221137 0.697586 0.820722 0.441393 0.931246
