"rsid" "gene" "protein" "eQTL" "ref"
"1954" "rs72957584" "RP11-138E9.2" "." "." NA
"1955" "rs72959368" "CCDC141" "." "." NA
"1956" "rs72973198" "snoU13" "." "." NA
"1957" "rs72981885" "RP11-322J23.1" "MCF-7,CTCF,UT-A,estrogen;MCF-7,CTCF,UT-A,vehicle" "." NA
"1958" "rs72992151" "SLC9A9" "." "." NA
"1959" "rs72993033" "ASB1" "." "Adipose_Subcutaneous, Testis" NA
"1960" "rs73026544" "CTC-459F4.2" "." "." NA
"1961" "rs73030244" "RP11-252P19.3" "." "." NA
"1962" "rs73036509" "VWF" "A549,CTCF,HudsonAlpha,DEX_100nM" "." NA
"1963" "rs73043942" "ACAD8" "." "." NA
"1964" "rs73050576" "UBE2E1" "." "." NA
"1965" "rs73058593" "CX3CR1" "." "." NA
"1966" "rs73066086" "SNORD81" "." "." NA
"1967" "rs73076965" "SIRPD" "." "." NA
"1968" "rs73085861" "RP11-843B15.2" "." "." NA
"1969" "rs73089965" "FHIT" "." "." NA
"1970" "rs73095510" "PHF20" "." "." NA
"1971" "rs73121143" "DZANK1" "." "." NA
"1972" "rs73129014" "SNORA19" "." "." NA
"1973" "rs73136572" "DNAJC5" "." "." NA
"1974" "rs73145650" "GAB4" "." "." NA
"1975" "rs73147969" "NAV3" "." "." NA
"1976" "rs73157750" "HSPA13" "." "." NA
"1977" "rs73167972" "MECOM" "." "." NA
"1978" "rs7316926" "EPSTI1" "." "Lymphoblastoid_EUR_exonlevel, Lymphoblastoid_EUR_genelevel" NA
"1979" "rs73175572" "IGF2BP2" "." "." NA
"1980" "rs73186233" "RP5-884M6.1" "MCF10A-Er-Src,STAT3,Harvard(Weissman),EtOH_0.01pct_4hr;MCF10A-Er-Src,STAT3,Harvard(Weissman),TAM_1uM_36hr;MCF10A-Er-Src,STAT3,Stanford,EtOH_0.01pct_12hr" "." NA
"1981" "rs73192380" "LINC00448" "." "." NA
"1982" "rs73193781" "KALRN" "." "." NA
"1983" "rs73204240" "IFT122" "." "." NA
"1984" "rs73225645" "RP11-707A18.1" "." "." NA
"1985" "rs73226977" "CLSTN2" "." "." NA
"1986" "rs73229934" "RP11-347I19.3" "A549,POL2,HudsonAlpha,EtOH_0.02pct" "." NA
"1987" "rs73235600" "ATP8A1" "." "." NA
"1988" "rs73237859" "RP11-3J1.1" "." "." NA
"1989" "rs73237885" "RNU6-67" "." "." NA
"1990" "rs73238121" "LINC00316" "." "." NA
"1991" "rs73245383" "RP11-141E13.1" "." "." NA
"1992" "rs7324952" "MIR17HG" "." "Lung" NA
"1993" "rs73252420" "SLIT2" "." "." NA
"1994" "rs7325555" "AL450423.1" "." "." NA
"1995" "rs732716" "SH3GL1" "." "Muscle_Skeletal, Artery_Tibial, Skin_Sun_Exposed_Lower_leg" NA
"1996" "rs73431801" "FAM19A5" "." "." NA
"1997" "rs73433554" "RP11-570K4.1" "." "." NA
"1998" "rs73443612" "CCBE1" "." "." NA
"1999" "rs73471120" "CYP39A1" "." "Adipose_Subcutaneous, Skin_Sun_Exposed_Lower_leg" NA
"2000" "rs734810" "RP11-31K23.2" "." "." NA
"2001" "rs73512631" "SHISA9" "." "." NA
"2002" "rs735540" "RP11-2N5.1" "." "." NA
"2003" "rs73554552" "GFI1B" "." "." NA
"2004" "rs73574101" "EDDM3A" "." "." NA
"2005" "rs73601548" "RP11-109I13.2" "." "." NA
"2006" "rs736141" "RGR" "." "Brain_Cortex, Brain_Hippocampus, Brain_Frontal_Cortex_BA9" NA
"2007" "rs736142" "AC007563.5" "." "." NA
"2008" "rs73624533" "NLRP13" "." "." NA
"2009" "rs73644379" "AL590726.1" "." "." NA
"2010" "rs73650028" "RORB" "." "." NA
"2011" "rs73789307" "CTC-203F4.1" "." "." NA
"2012" "rs73810841" "APBB2" "." "." NA
"2013" "rs7385730" "AC020743.4" "." "." NA
"2014" "rs73871214" "RN5S144" "." "." NA
"2015" "rs73900386" "AP000304.12" "." "." NA
"2016" "rs73908952" "SLC13A3" "." "." NA
"2017" "rs73940225" "DLGAP1" "." "." NA
"2018" "rs73942831" "RP11-720L2.4" "." "." NA
"2019" "rs73960257" "NCKAP5" "." "." NA
"2020" "rs73965248" "snoU13" "." "." NA
"2021" "rs74025961" "AC106736.1" "." "." NA
"2022" "rs7404958" "KIAA0182" "." "." NA
"2023" "rs7405453" "NPLOC4" "." "Cells_Transformed_fibroblasts, Brain_Cerebellum, Brain_Cerebellar_Hemisphere" NA
"2024" "rs7405472" "ACBD4" "." "Esophagus_Mucosa, Thyroid, Colon_Transverse" NA
"2025" "rs740567" "AC005550.4" "." "Adipose_Subcutaneous, Brain_Nucleus_accumbens_basal_ganglia" NA
"2026" "rs74057888" "WNT5B" "." "." NA
"2027" "rs742356" "WNT4" "." "Whole_Blood" NA
"2028" "rs74284552" "PVRL3" "." "." NA
"2029" "rs74357299" "CBFA2T2" "." "." NA
"2030" "rs74377791" "RP11-531A24.3" "." "Esophagus_Mucosa" NA
"2031" "rs74398649" "AC002485.1" "." "." NA
"2032" "rs74412266" "CTB-7E3.1" "." "." NA
"2033" "rs74416970" "RP4-544H6.2" "." "." NA
"2034" "rs74438722" "MIR4318" "." "." NA
"2035" "rs74446092" "FAM149A" "." "." NA
"2036" "rs7445724" "C5orf38" "." "." NA
"2037" "rs744618" "RP11-24D15.1" "." "Testis" NA
"2038" "rs74464194" "RP11-93L9.1" "." "." NA
"2039" "rs74474703" "U6" "." "." NA
"2040" "rs74487097" "AL035045.1" "." "." NA
"2041" "rs74529975" "RP11-67H2.1" "." "." NA
"2042" "rs74534309" "RPTOR" "." "Lymphoblastoid_EUR_exonlevel" NA
"2043" "rs74572060" "SLC20A2" "." "." NA
"2044" "rs74573316" "RP11-366L20.4" "GM12878,NFKB,Stanford,TNFa;MCF10A-Er-Src,STAT3,Harvard(Weissman),EtOH_0.01pct_4hr;MCF10A-Er-Src,STAT3,Harvard(Weissman),TAM_1uM_36hr" "." NA
"2045" "rs74580622" "RP11-129I19.2" "." "." NA
"2046" "rs74598165" "AC091320.2" "." "." NA
"2047" "rs74622166" "KDM4C" "." "." NA
"2048" "rs74635960" "MAPRE2" "." "." NA
"2049" "rs74643989" "U8" "." "." NA
"2050" "rs74683090" "EXOC5" "." "." NA
"2051" "rs7468585" "RP11-315I14.2" "." "." NA
"2052" "rs74687123" "N4BP1" "." "." NA
"2053" "rs74705351" "SYT11" "." "." NA
"2054" "rs7476071" "JAKMIP3" "." "Whole_Blood, Lung, Cells_Transformed_fibroblasts" NA
"2055" "rs74764079" "BMP3" "." "." NA
"2056" "rs74772208" "MED30" "." "." NA
"2057" "rs74834359" "PXDNL" "." "." NA
"2058" "rs74836603" "Metazoa_SRP" "." "." NA
"2059" "rs74837564" "IBTK" "HeLa-S3,STAT1,Stanford,IFNg30" "." NA
"2060" "rs74837649" "ZNF423" "." "." NA
"2061" "rs74853457" "AC062020.1" "." "." NA
"2062" "rs74909856" "C20orf78" "." "." NA
"2063" "rs74915550" "CTIF" "." "." NA
"2064" "rs74923291" "CNST" "." "." NA
"2065" "rs74937142" "RP11-168J19.2" "." "." NA
"2066" "rs74977659" "C20orf196" "." "." NA
"2067" "rs74982963" "RAPGEF4" "." "." NA
"2068" "rs74991206" "RP11-204C23.1" "." "." NA
"2069" "rs74999012" "AC016751.3" "." "." NA
"2070" "rs750090" "RN5S169" "." "Testis" NA
"2071" "rs7503602" "METRNL" "." "." NA
"2072" "rs75134351" "RP11-4K16.2" "." "." NA
"2073" "rs75135753" "PIP5K1B" "." "." NA
"2074" "rs75140996" "CCDC48" "MCF-7,CMYC,UT-A,vehicle" "." NA
"2075" "rs75185976" "GBP6" "." "." NA
"2076" "rs75193800" "AC006227.1" "." "." NA
"2077" "rs75203621" "RNF115" "." "." NA
"2078" "rs75204739" "DIP2C" "." "." NA
"2079" "rs7522233" "CD34" "." "." NA
"2080" "rs75242057" "VPS4B" "." "." NA
"2081" "rs75280581" "RP5-1022P6.6" "." "." NA
"2082" "rs75290883" "RP11-476B1.1" "." "." NA
"2083" "rs75297559" "RP11-123O10.3" "." "." NA
"2084" "rs75319806" "Metazoa_SRP" "." "." NA
"2085" "rs7534091" "RN5S56" "." "." NA
"2086" "rs75344916" "RP11-221J22.1" "GM12878,NFKB,Stanford,TNFa" "." NA
"2087" "rs75359347" "ADARB1" "." "." NA
"2088" "rs75387179" "RP11-281P23.1" "." "." NA
"2089" "rs75425507" "AC092162.1" "." "." NA
"2090" "rs75447783" "ST6GALNAC5" "." "." NA
"2091" "rs75462460" "PCSK5" "." "." NA
"2092" "rs7547493" "AK5" "." "." NA
"2093" "rs75495843" "PLCD1" "." "." NA
"2094" "rs75517306" "RP11-115J23.1" "." "." NA
"2095" "rs75521448" "RP11-87N24.3" "." "." NA
"2096" "rs75531597" "DNM3" "." "." NA
"2097" "rs75578694" "RIN3" "." "." NA
"2098" "rs75587412" "DCAF5" "." "." NA
"2099" "rs75622376" "CUX2" "." "." NA
"2100" "rs7562559" "AC012370.3" "MCF-7,CMYC,UT-A,estrogen;MCF-7,CMYC,UT-A,vehicle;T-47D,GATA3,HudsonAlpha,DMSO_0.02pct" "Thyroid" NA
"2101" "rs75675638" "CNTN4" "." "." NA
"2102" "rs75692857" "U6" "." "." NA
"2103" "rs75706682" "RP11-97O12.2" "." "." NA
"2104" "rs75722872" "RP11-324C10.1" "." "." NA
"2105" "rs7572297" "AGAP1" "." "." NA
"2106" "rs7573897" "AC010983.1" "." "." NA
"2107" "rs7574841" "PSMD1" "." "." NA
"2108" "rs75759695" "AC010105.1" "." "." NA
"2109" "rs75761779" "TSGA10" "." "." NA
"2110" "rs75818707" "FRAS1" "." "." NA
"2111" "rs7585866" "SDPR" "." "." NA
"2112" "rs75859716" "MCF2L2" "." "." NA
"2113" "rs7592412" "COBLL1" "." "Muscle_Skeletal" NA
"2114" "rs75943856" "PALLD" "." "." NA
"2115" "rs75945965" "TBC1D4" "." "Artery_Tibial, Nerve_Tibial, Lymphoblastoid_EUR_exonlevel" NA
"2116" "rs75948445" "RP11-166A12.1" "." "." NA
"2117" "rs759570" "RP11-541G9.1" "." "." NA
"2118" "rs75974265" "KERA" "." "." NA
"2119" "rs7598655" "CYS1" "." "." NA
"2120" "rs76009125" "SNX13" "." "." NA
"2121" "rs76009253" "PCSK5" "." "." NA
"2122" "rs76020651" "BMPR2" "." "." NA
"2123" "rs76033022" "OCA2" "." "." NA
"2124" "rs76035168" "ZCCHC7" "." "." NA
"2125" "rs76040172" "ADARB1" "." "." NA
"2126" "rs76053219" "SSR1" "MCF-7,CMYC,UT-A,estrogen" "." NA
"2127" "rs76085530" "AC104417.1" "." "." NA
"2128" "rs76100656" "RP4-544H6.2" "." "." NA
"2129" "rs76141309" "SAV1" "." "." NA
"2130" "rs76152035" "TRIM9" "." "." NA
"2131" "rs76155423" "NME1" "." "." NA
"2132" "rs76238793" "RP11-454P21.1" "." "." NA
"2133" "rs76243894" "FLG-AS1" "." "." NA
"2134" "rs7624918" "ARHGEF3" "." "." NA
"2135" "rs76260141" "AC103588.1" "." "." NA
"2136" "rs762643" "BMP4" "HepG2,POL2,Stanford,forskolin" "Brain_CRBL" NA
"2137" "rs7627964" "TNFSF10" "." "." NA
"2138" "rs76309818" "BCAS3" "." "." NA
"2139" "rs76330912" "RP11-674C21.9" "." "." NA
"2140" "rs76348377" "RP11-321M21.3" "." "." NA
"2141" "rs7635832" "FNDC3B" "." "." NA
"2142" "rs76406525" "RP11-275I4.2" "." "." NA
"2143" "rs76425891" "TSSK3" "." "." NA
"2144" "rs76428106" "FLT3" "." "." NA
"2145" "rs7644053" "RPL35A" "MCF-7,CMYC,UT-A,estrogen;MCF-7,CMYC,UT-A,vehicle" "Whole_Blood" NA
"2146" "rs76469337" "RN5S144" "." "." NA
"2147" "rs7648782" "CNTN6" "." "." NA
"2148" "rs76517415" "RP11-350F4.2" "." "." NA
"2149" "rs76533333" "RP11-144L2.1" "." "." NA
"2150" "rs76548348" "RP11-246K15.1" "." "." NA
"2151" "rs76549445" "ZWILCH" "." "Testis, Lymphoblastoid_EUR_exonlevel" NA
"2152" "rs76551823" "RP11-65D17.1" "." "." NA
"2153" "rs76563195" "RP11-775B15.2" "." "Colon_Transverse, Lung, Esophagus_Muscularis" NA
"2154" "rs76600824" "RP11-211C9.1" "." "." NA
"2155" "rs76604417" "TBX15" "." "." NA
"2156" "rs766146" "STRN3" "." "Whole_Blood" NA
"2157" "rs76633908" "PCDH20" "." "." NA
"2158" "rs7666296" "RP11-673E1.4" "." "Testis, Skin_Sun_Exposed_Lower_leg, Adipose_Subcutaneous" NA
"2159" "rs76751530" "RP11-720L8.1" "." "." NA
"2160" "rs7677243" "FAM190A" "." "." NA
"2161" "rs76792230" "INPP5A" "." "." NA
"2162" "rs76836571" "RP1-122P22.2" "." "." NA
"2163" "rs76845075" "TMEM120B" "." "Skin_Sun_Exposed_Lower_leg" NA
"2164" "rs76891606" "CNTN5" "." "." NA
"2165" "rs76906605" "SLC16A12" "." "." NA
"2166" "rs76913818" "AC002485.1" "." "." NA
"2167" "rs76925859" "HERC2" "." "Whole_Blood, Lymphoblastoid_EUR_exonlevel" "https://en.wikipedia.org/wiki/E3_ubiquitin_ligase_HERC2. SNPs of HERC2 are strongly associated with iris colour variability in humans. In particular, the rs916977 and rs12913832 SNPs have been reported as good predictors of this trait, and the latter is also significantly associated with skin and hair colour."
"2168" "rs769658" "MAML3" "." "." NA
"2169" "rs7699288" "EGF" "." "Brain_Cortex, Colon_Transverse, Whole_Blood" NA
"2170" "rs77015322" "RP11-736P16.1" "." "." NA
"2171" "rs77025093" "WBSCR17" "." "." NA
"2172" "rs77071436" "EXOC3L4" "." "Lung, Colon_Transverse, Spleen" NA
"2173" "rs77077734" "CNTN5" "." "." NA
"2174" "rs77081117" "CUEDC1" "ECC-1,ERALPHA_A,HudsonAlpha,Estradiol_10nM" "." NA
"2175" "rs77083684" "WHSC1L1" "." "." NA
"2176" "rs77104436" "ARHGEF4" "." "." NA
"2177" "rs77135689" "TRAPPC11" "." "." NA
"2178" "rs77179000" "AVPR1A" "." "." NA
"2179" "rs77197035" "AC074112.1" "." "." NA
"2180" "rs77220498" "HEMGN" "." "." NA
"2181" "rs77220528" "DLG2" "." "." NA
"2182" "rs7722711" "IQGAP2" "." "." NA
"2183" "rs77230184" "HAO1" "." "." NA
"2184" "rs77245118" "RP11-364B6.1" "." "." NA
"2185" "rs77256390" "ST7" "." "." NA
"2186" "rs7726159" "TERT" "." "." NA
"2187" "rs77279961" "FAM201A" "." "." NA
"2188" "rs77303550" "TXNL4B" "." "Skin_Sun_Exposed_Lower_leg" NA
"2189" "rs77320953" "TARSL2" "." "." NA
"2190" "rs77321867" "7SK" "A549,CTCF,HudsonAlpha,DEX_100nM;A549,CTCF,HudsonAlpha,EtOH_0.02pct;MCF-7,CTCF,UT-A,estrogen;MCF-7,CTCF,UT-A,vehicle;T-47D,CTCF,HudsonAlpha,DMSO_0.02pct" "." NA
"2191" "rs77358382" "CTD-2134P3.1" "." "." NA
"2192" "rs77360066" "AL590867.1" "." "." NA
"2193" "rs77380431" "RBPJ" "." "." NA
"2194" "rs77427278" "Metazoa_SRP" "." "." NA
"2195" "rs77435946" "PDZK1" "K562,IRF1,Stanford,IFNa30" "." NA
"2196" "rs7744813" "KCNQ5" "." "." NA
"2197" "rs7744814" "AL133269.1" "." "." NA
"2198" "rs77492431" "RP11-613M10.9" "." "." NA
"2199" "rs77522746" "RP11-29B2.4" "." "." NA
"2200" "rs77542162" "ABCA6" "MCF-7,CMYC,UT-A,estrogen;MCF-7,CMYC,UT-A,vehicle;MCF-7,CTCF,UT-A,estrogen;MCF-7,CTCF,UT-A,vehicle" "." NA
"2201" "rs7754243" "NKAIN2" "." "." NA
"2202" "rs7755" "CD36" "." "Heart, Whole_Blood" NA
"2203" "rs77573186" "AC108057.1" "." "." NA
"2204" "rs77584330" "LINC00348" "." "." NA
"2205" "rs77611704" "SH3RF3" "." "." NA
"2206" "rs7766332" "RP3-495K2.3" "." "Testis" NA
"2207" "rs77669095" "RAP2A" "." "." NA
"2208" "rs77707322" "RP11-65F13.2" "." "." NA
"2209" "rs77746906" "SLIT2" "." "." NA
"2210" "rs777605" "TRPS1" "." "." NA
"2211" "rs77760686" "APBA2" "." "." NA
"2212" "rs77770606" "DPP4" "." "." NA
"2213" "rs77774261" "ZBTB20" "." "." NA
"2214" "rs77790222" "AC133785.1" "." "." NA
"2215" "rs77793877" "FTMT" "." "." NA
"2216" "rs77836456" "VGLL3" "." "." NA
"2217" "rs77838616" "RP11-669M2.1" "." "." NA
"2218" "rs778387" "RP1-158P9.1" "." "." NA
"2219" "rs7784066" "GNA12" "." "Lymphoblastoid_EUR_exonlevel" NA
"2220" "rs77850497" "RP11-114H21.2" "." "." NA
"2221" "rs7789412" "HDAC9" "." "Whole_Blood" NA
"2222" "rs77899611" "RP11-739N10.1" "." "." NA
"2223" "rs77912329" "PLEKHG1" "." "." NA
"2224" "rs7794934" "DPP6" "." "." NA
"2225" "rs77957422" "CNTN6" "." "." NA
"2226" "rs77969075" "CNKSR3" "." "." NA
"2227" "rs77972614" "UQCRFS1" "." "." NA
"2228" "rs77978038" "SDR16C5" "." "." NA
"2229" "rs7798256" "C7orf73" "." "Colon_Transverse" NA
"2230" "rs77986087" "7SK" "." "Esophagus_Muscularis" NA
"2231" "rs77996959" "GRAMD1C" "." "." NA
"2232" "rs77999046" "NKX2-5" "." "Artery_Tibial" NA
"2233" "rs78068700" "AC080094.1" "." "." NA
"2234" "rs78069918" "RP11-548M13.1" "." "." NA
"2235" "rs78088643" "FGF2" "." "." NA
"2236" "rs7809993" "CTTNBP2" "." "Adipose_Subcutaneous, Cells_Transformed_fibroblasts, Skin_Sun_Exposed_Lower_leg" NA
"2237" "rs78122974" "AC062020.2" "." "." NA
"2238" "rs7812995" "STAU2" "." "." NA
"2239" "rs78144477" "AL589947.1" "." "." NA
"2240" "rs78159679" "NRSN1" "." "." NA
"2241" "rs78186261" "TTC5" "." "." NA
"2242" "rs78194495" "KAZN" "." "." NA
"2243" "rs78202153" "LINC00371" "." "." NA
"2244" "rs7826487" "DEFA3" "." "." NA
"2245" "rs78273613" "SLC17A3" "." "Cells_Transformed_fibroblasts, Adipose_Subcutaneous, Artery_Aorta" "https://en.wikipedia.org/wiki/SLC17A3. The protein encoded by this gene is a voltage-driven transporter that excretes intracellular urate and organic anions from the blood into renal tubule cells. Two transcript variants encoding different isoforms have been found for this gene. The longer isoform is a plasma membrane protein with transporter activity while the shorter isoform localizes to the endoplasmic reticulum."
"2246" "rs78301299" "ACA59" "." "." NA
"2247" "rs78312734" "SNORA33" "." "." NA
"2248" "rs78322295" "ASIC2" "." "." NA
"2249" "rs78329212" "RP11-222N13.1" "." "." NA
"2250" "rs78330687" "RP11-3J1.1" "." "." NA
"2251" "rs783622" "HIVEP3" "." "Whole_Blood" NA
"2252" "rs78395994" "METTL8" "." "." NA
"2253" "rs78444862" "RGS20" "." "." NA
"2254" "rs7844787" "NDRG1" "." "." NA
"2255" "rs7845512" "MIR4472-1" "." "." NA
"2256" "rs78459977" "RP11-669M2.1" "." "." NA
"2257" "rs78490004" "TIMM21" "." "." NA
"2258" "rs78529941" "OBSCN" "." "Nerve_Tibial, Whole_Blood" NA
"2259" "rs78550589" "ANGPT1" "." "." NA
"2260" "rs7855272" "AL161908.1" "." "." NA
"2261" "rs78565404" "THPO" "." "." NA
"2262" "rs78598147" "RP11-540E16.2" "." "." NA
"2263" "rs78616260" "AC062020.2" "." "." NA
"2264" "rs7862256" "PAPPA" "." "." NA
"2265" "rs78683412" "SNORA70" "." "Cells_Transformed_fibroblasts" NA
"2266" "rs7869988" "EPB41L4B" "." "Thyroid, Nerve_Tibial, Esophagus_Muscularis" NA
"2267" "rs78701168" "RASGRP1" "." "." NA
"2268" "rs7870381" "AL158147.1" "GM12878,NFKB,Stanford,TNFa" "Whole_Blood" NA
"2269" "rs78713112" "AP000569.8" "." "." NA
"2270" "rs7872878" "TNFSF8" "." "Whole_Blood" NA
"2271" "rs78729756" "RP11-129I19.2" "." "." NA
"2272" "rs787363" "U6" "." "." NA
"2273" "rs78744187" "CEBPA" "." "." NA
"2274" "rs78744949" "CTPS1" "." "." NA
"2275" "rs78755140" "ACA59" "." "." NA
"2276" "rs78765994" "FHIT" "." "." NA
"2277" "rs787685" "MYOF" "." "Whole_Blood" NA
"2278" "rs78811372" "AMY2B" "." "." NA
"2279" "rs78812352" "FHIT" "." "." NA
"2280" "rs78840594" "AC016907.3" "." "." NA
"2281" "rs78850849" "RP11-491F9.8" "." "." NA
"2282" "rs78909033" "RNPEPL1" "." "." NA
"2283" "rs78924091" "GRHPR" "." "." NA
"2284" "rs78925940" "RP11-534L6.2" "." "." NA
"2285" "rs78934846" "KATNB1" "." "." "https://en.wikipedia.org/wiki/KATNB1. KATNB1 is associated with microlissencephaly."
"2286" "rs78948711" "RP11-10L7.1" "K562,POL2,Stanford,IFNa6h;K562,STAT1,Stanford,IFNa6h" "." NA
"2287" "rs7896608" "PRTFDC1" "." "Cells_Transformed_fibroblasts" NA
"2288" "rs78977632" "CHN2" "." "." NA
"2289" "rs7899999" "RP11-464F9.19" "." "." NA
"2290" "rs79005951" "CNOT4" "." "Lymphoblastoid_EUR_exonlevel" NA
"2291" "rs79011706" "AL449083.1" "." "." NA
"2292" "rs7901348" "ARID5B" "." "." NA
"2293" "rs79028187" "ANKRD26" "." "." NA
"2294" "rs79029793" "DEF8" "." "Whole_Blood, Cells_Transformed_fibroblasts, Muscle_Skeletal" NA
"2295" "rs7904955" "SUFU" "." "Lymphoblastoid_EUR_exonlevel, Liver, Esophagus_Muscularis" NA
"2296" "rs7905898" "7SK" "." "." NA
"2297" "rs790729" "SORCS3" "." "." NA
"2298" "rs790912" "OPRM1" "." "." NA
"2299" "rs79119658" "MTUS2" "." "." NA
"2300" "rs791279" "GJA5" "." "Lymphoblastoid_EUR_exonlevel" NA
"2301" "rs7913343" "TBC1D12" "." "Nerve_Tibial, Adipose_Subcutaneous, Brain_Cerebellum" NA
"2302" "rs791362" "CTB-43E15.4" "." "Whole_Blood" NA
"2303" "rs79138573" "Metazoa_SRP" "." "." NA
"2304" "rs7914030" "PLEKHS1" "." "Nerve_Tibial, Brain_Frontal_Cortex_BA9, Artery_Coronary" NA
"2305" "rs7916821" "MYPN" "." "Testis, Lymphoblastoid_EUR_exonlevel" NA
"2306" "rs79192210" "ZSCAN1" "." "." NA
"2307" "rs79192813" "LEF1" "." "." NA
"2308" "rs79194361" "U3" "." "." NA
"2309" "rs7919498" "RP11-14C22.6" "." "." NA
"2310" "rs7919753" "RP11-556E13.1" "." "." NA
"2311" "rs79214748" "RP11-347L18.1" "." "." NA
"2312" "rs79241687" "ZMYND11" "." "." NA
"2313" "rs79279589" "HTR4" "." "." NA
"2314" "rs79294845" "CCDC90A" "." "." NA
"2315" "rs7932972" "NPAT" "." "Lymphoblastoid_EUR_exonlevel" NA
"2316" "rs7936296" "CNTN5" "." "." NA
"2317" "rs7936323" "C11orf30" "." "." NA
"2318" "rs79406336" "AC108697.1" "." "." NA
"2319" "rs7940880" "POLD3" "." "." NA
"2320" "rs79411269" "MYO10" "." "." NA
"2321" "rs794373" "Y_RNA" "." "Lymphoblastoid_EUR_exonlevel, Skin_Sun_Exposed_Lower_leg, Adipose_Subcutaneous" NA
"2322" "rs79456881" "CCDC167" "." "." NA
"2323" "rs7948183" "ACCS" "." "Artery_Tibial, Esophagus_Muscularis, Whole_Blood" NA
"2324" "rs79483826" "C9orf62" "." "." NA
"2325" "rs7949566" "ST3GAL4" "." "." NA
"2326" "rs79509762" "CYFIP1" "." "." NA
"2327" "rs79532156" "snoU13" "." "." NA
"2328" "rs7953774" "SLC38A1" "HeLa-S3,STAT1,Stanford,IFNg30;K562,CJUN,Stanford,IFNa6h;K562,CJUN,Stanford,IFNg30;K562,CMYC,Stanford,IFNg30;K562,CMYC,Stanford,IFNg6h" "." NA
"2329" "rs79551600" "CD5L" "." "." NA
"2330" "rs79589545" "ZNF423" "." "." NA
"2331" "rs79612190" "AL163953.3" "." "." NA
"2332" "rs79629370" "RP11-29G8.3" "." "." NA
"2333" "rs7963972" "CCDC59" "." "." NA
"2334" "rs79640700" "SETD9" "." "." NA
"2335" "rs79685412" "RP11-398J10.1" "." "." NA
"2336" "rs79691295" "RP11-343J18.2" "." "." NA
"2337" "rs79701847" "GTDC2" "." "Nerve_Tibial" NA
"2338" "rs79720161" "RP11-302L19.1" "." "." NA
"2339" "rs79722375" "CTD-2269F5.1" "." "." NA
"2340" "rs7973956" "RP5-1057I20.2" "." "Esophagus_Mucosa" NA
"2341" "rs79745433" "RN5S428" "." "." NA
"2342" "rs7974597" "TUBA1C" "." "Thyroid" NA
"2343" "rs7974649" "LLPH" "." "." NA
"2344" "rs7977614" "7SK" "." "Whole_Blood" NA
"2345" "rs79788159" "TRIM45" "." "." NA
"2346" "rs79808025" "RP11-305L7.6" "." "." NA
"2347" "rs79824073" "DICER1" "." "." NA
"2348" "rs79850917" "NDOR1" "." "Lung" NA
"2349" "rs79870157" "KCNN3" "." "Whole_Blood" NA
"2350" "rs79875752" "SPATA18" "." "." NA
"2351" "rs79885074" "TIPARP-AS1" "." "." NA
"2352" "rs7988627" "RP11-521J24.1" "." "." NA
"2353" "rs7989823" "COL4A2" "A549,POL2,HudsonAlpha,EtOH_0.02pct;MCF10A-Er-Src,POL2,Harvard(Weissman),TAM_1uM_36hr;MCF10A-Er-Src,POL2,Stanford,EtOH_0.01pct" "." NA
"2354" "rs79911470" "Metazoa_SRP" "." "." NA
"2355" "rs799160" "MLXIPL" "." "Lung" NA
"2356" "rs79955866" "RPN1" "." "." NA
"2357" "rs79969381" "PDS5B" "." "." NA
"2358" "rs80016599" "AC012317.1" "." "." NA
"2359" "rs80029678" "TRIO" "." "." NA
"2360" "rs80081717" "SOX5" "." "." NA
"2361" "rs8010455" "RCOR1" "." "Esophagus_Mucosa, Whole_Blood" NA
"2362" "rs80121626" "ADH7" "." "." NA
"2363" "rs80131270" "RP11-484P15.2" "." "." NA
"2364" "rs80150273" "AC105252.1" "." "." NA
"2365" "rs80153252" "PXDNL" "." "." NA
"2366" "rs8017620" "RP11-298I3.5" "." "Whole_Blood" NA
"2367" "rs80182273" "RP11-634B7.4" "." "Testis" NA
"2368" "rs80223002" "AC020743.4" "." "." NA
"2369" "rs80223553" "ISM2" "." "Lymphoblastoid_EUR_exonlevel" NA
"2370" "rs80233695" "ANAPC1" "." "Lymphoblastoid_EUR_exonlevel" NA
"2371" "rs80238719" "ARHGAP24" "." "." NA
"2372" "rs8028409" "RCCD1" "." "Skin_Sun_Exposed_Lower_leg, Testis, Adipose_Subcutaneous" NA
"2373" "rs80293268" "RP11-431K24.1" "." "." NA
"2374" "rs80303855" "RP11-12K22.1" "." "." NA
"2375" "rs80351982" "KAZN" "." "." NA
"2376" "rs8039718" "TLE3" "." "." NA
"2377" "rs8044595" "MYH11" "." "." NA
"2378" "rs8061042" "XYLT1" "." "." NA
"2379" "rs8064111" "IRF8" "." "." NA
"2380" "rs8072532" "SMG6" "." "Lymphoblastoid_EUR_exonlevel, Whole_Blood" NA
"2381" "rs8073060" "SLFN14" "." "Lymphoblastoid_EUR_exonlevel, Muscle_Skeletal" NA
"2382" "rs8075623" "B3GNTL1" "." "." NA
"2383" "rs807671" "AC004463.6" "HeLa-S3,STAT1,Stanford,IFNg30" "." NA
"2384" "rs8080936" "SHMT1" "." "Lymphoblastoid_EUR_exonlevel, Artery_Tibial" NA
"2385" "rs808224" "SLC35F4" "." "." NA
